Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
4,Ingeniería,Ingeniería Mecatrónica,MA720,Física II,6,MA723
4,Ingeniería,Ingeniería Mecatrónica,EL310,Matemática Analítica 4,5,EL311
4,Ingeniería,Ingeniería Mecatrónica,EL276,Programación de Computadoras,4,EL292
5,Ingeniería,Ingeniería Mecatrónica,MC80,Circuitos Electrónicos,4,MC79
5,Ingeniería,Ingeniería Mecatrónica,EL312,Matemática Analítica 5,5,EL310
5,Ingeniería,Ingeniería Mecatrónica,MC81,Mecánica para Ingenieros,5,"MC82,MA720"
5,Ingeniería,Ingeniería Mecatrónica,EL297,Microcontroladores,4,EL276
5,Ingeniería,Ingeniería Mecatrónica,MC90,Resistencia De Materiales,5,MA720
6,Ingeniería,Ingeniería Mecatrónica,EL279,Ingeniería de Control 1,4,100CRED
6,Ingeniería,Ingeniería Mecatrónica,MC96,Instrumentación Industrial,4,100CRED
6,Ingeniería,Ingeniería Mecatrónica,MC78,Manufactura y Ciencias de los Materiales,4,100CRED
6,Ingeniería,Ingeniería Mecatrónica,EL285,Señales y Sistemas,4,"MA716,EL312"
7,Ingeniería,Ingeniería Mecatrónica,MC92,Ingeniería de Control 2,4,EL279
7,Ingeniería,Ingeniería Mecatrónica,MC84,Mecanica de Fluidos y Transferencia de Calor,4,120CRED
7,Ingeniería,Ingeniería Mecatrónica,EL280,Procesamiento Digital de Señales,4,120CRED
8,Ingeniería,Ingeniería Mecatrónica,MC85,Control de Procesos Industriales,3,"MC92,MC84"
8,Ingeniería,Ingeniería Mecatrónica,MC87,Diseño de Sistemas Mecánicos,4,140CRED
8,Ingeniería,Ingeniería Mecatrónica,EL309,Proyecto de Investigación,4,"HU61,140CRED"
8,Ingeniería,Ingeniería Mecatrónica,EL304,Visión Computacional,4,EL280
9,Ingeniería,Ingeniería Mecatrónica,MC91,Inteligencia Artificial,4,165CRED
9,Ingeniería,Ingeniería Mecatrónica,MC88,Manufactura Integrada por Computadora,4,165CRED
9,Ingeniería,Ingeniería Mecatrónica,MC86,Sistemas Cad/Cam,4,160CRED
9,Ingeniería,Ingeniería Mecatrónica,MC93,Trabajo de Investigación 1,4,"MC87,MC84,EL309,PP101:02"
10,Ingeniería,Ingeniería Mecatrónica,MC95,CTI Trabajo de Investigación 2,4,MC93
10,Ingeniería,Ingeniería Mecatrónica,MC75,Robótica Industrial,3,185CRED
1,Ingeniería,Ingeniería Ambiental,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Ingeniería,Ingeniería Ambiental,HU705,Crítica y Comunicación,3,
1,Ingeniería,Ingeniería Ambiental,IG138,Introducción a la Ingeniería y Gestión Ambiental,3,
1,Ingeniería,Ingeniería Ambiental,MA712,Matemática Básica,6,
1,Ingeniería,Ingeniería Ambiental,HU713,Pensamiento Crítico Aplicado,3,
1,Ingeniería,Ingeniería Ambiental,HU706,Sistemas y Sociedad,3,
2,Ingeniería,Ingeniería Ambiental,MA730,Biología Ambiental,3,
2,Ingeniería,Ingeniería Ambiental,MA758,Cálculo I,7,MA712
2,Ingeniería,Ingeniería Ambiental,IG149,Ecología Aplicada,4,
2,Ingeniería,Ingeniería Ambiental,MA722,Química,4,
2,Ingeniería,Ingeniería Ambiental,HU695,Seminario de Investigación Académica I,2,HU705
3,Ingeniería,Ingeniería Ambiental,MA731,Cálculo IGA,6,MA758
3,Ingeniería,Ingeniería Ambiental,MA741,Estadística Aplicada I,4,MA712
3,Ingeniería,Ingeniería Ambiental,MA723,Física I,4,MA758
3,Ingeniería,Ingeniería Ambiental,IG150,Geografía Física,4,
3,Ingeniería,Ingeniería Ambiental,MA734,Química Ambiental,4,MA722
4,Ingeniería,Ingeniería Ambiental,IG139,Balance de Materia y Energía,3,MA731
4,Ingeniería,Ingeniería Ambiental,IG151,Contaminación y Control de la Calidad del Suelo,3,IG150
4,Ingeniería,Ingeniería Ambiental,IG153,Fundamentos de Microbiología Ambiental,3,MA730
4,Ingeniería,Ingeniería Ambiental,MA720,Física II,6,MA723
4,Ingeniería,Ingeniería Ambiental,IG152,Hidrología y Climatología,3,IG150
4,Ingeniería,Ingeniería Ambiental,IG160,Legislación y Política Ambiental,3,
5,Ingeniería,Ingeniería Ambiental,IG141,Flujo de Fluidos,3,"IG139,MA720"
5,Ingeniería,Ingeniería Ambiental,IG161,Gestión Integral de Residuos,4,80CRED
5,Ingeniería,Ingeniería Ambiental,IG154,Gestión Integral de los Recursos Naturales,4,"IG151,IG149,IG152"
5,Ingeniería,Ingeniería Ambiental,IG140,Gestión de Proyectos Ambientales,4,MA741
5,Ingeniería,Ingeniería Ambiental,IG163,Tecnologías y Control de la Calidad del Aire,3,MA734
6,Ingeniería,Ingeniería Ambiental,IG165,Calidad y procesos para el tratamiento de aguas,6,IG141
6,Ingeniería,Ingeniería Ambiental,IG155,Ecoeficiencia y Producción más Limpia,4,IG161
6,Ingeniería,Ingeniería Ambiental,IG156,Negociación Y Manejo De Conflic. Socio Ambientales,4,IG160
6,Ingeniería,Ingeniería Ambiental,IG157,Sistemas de Información Geográfica,4,IG154
7,Ingeniería,Ingeniería Ambiental,IG162,Biotecnología Ambiental,6,IG153
7,Ingeniería,Ingeniería Ambiental,IG143,Evaluación del Impacto Ambiental (EIA),4,"IG154,IG156"
7,Ingeniería,Ingeniería Ambiental,IG158,Negocios y Finanzas Ambientales,4,IG140
8,Ingeniería,Ingeniería Ambiental,IG145,Gestión y Gerencia de la Energía,4,IG155
8,Ingeniería,Ingeniería Ambiental,IG159,Manejo y Gestión de Cuencas Hidrográficas,5,"IG143,IG157"
8,Ingeniería,Ingeniería Ambiental,IN466,Seminario de Investigación Académica II (Ing),3,"HU61,140CRED"
8,Ingeniería,Ingeniería Ambiental,IG144,Tecnología de los Biocombustibles,5,IG162
9,Ingeniería,Ingeniería Ambiental,IG164,Análisis del Ciclo de Vida (ACV),4,160CRED
9,Ingeniería,Ingeniería Ambiental,IG146,Evaluación Económica de Proyectos Ambientales,5,IG159
9,Ingeniería,Ingeniería Ambiental,IG147,Proyecto De Investigación Ambiental 1,5,"IN466,PP101:02"
10,Ingeniería,Ingeniería Ambiental,IG166,CTI Proyecto de Investigación Ambiental 2,5,IG147
1,Negocios,Administración y Ciencia de Datos para Negocios,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Ciencia de Datos para Negocios,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Ciencia de Datos para Negocios,DN48,Fundamentos de Administración y Ciencia de Datos,3,
1,Negocios,Administración y Ciencia de Datos para Negocios,MA711,Fundamentos para el Cálculo,3,
1,Negocios,Administración y Ciencia de Datos para Negocios,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Ciencia de Datos para Negocios,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Ciencia de Datos para Negocios,MA717,Cálculo,5,MA711
2,Negocios,Administración y Ciencia de Datos para Negocios,AH136,Gestión del Capital Humano Global,3,DN48
2,Negocios,Administración y Ciencia de Datos para Negocios,DN52,Informática Para Ciencia de Datos,4,
2,Negocios,Administración y Ciencia de Datos para Negocios,AF237,Macroeconomía,3,
3,Negocios,Administración y Ciencia de Datos para Negocios,MA752,Estadistica Aplicada I,4,MA717
3,Negocios,Administración y Ciencia de Datos para Negocios,HU703,Fundamentos de la Investigación Académica,4,
3,Negocios,Administración y Ciencia de Datos para Negocios,AM239,Marketing,3,DN48
3,Negocios,Administración y Ciencia de Datos para Negocios,AF240,Matemática Financiera,4,MA717
3,Negocios,Administración y Ciencia de Datos para Negocios,DN49,Programación Para Análisis Y Gestión De Datos I,4,MA717
4,Negocios,Administración y Ciencia de Datos para Negocios,AD2787,Derecho Empresarial y Financiero,4,
4,Negocios,Administración y Ciencia de Datos para Negocios,MA753,Estadistica Aplicada II,4,MA752
4,Negocios,Administración y Ciencia de Datos para Negocios,CA200,Introducción A La Contabilidad Financiera,4,DN48
4,Negocios,Administración y Ciencia de Datos para Negocios,DN50,Programación Para Análisis Y Gestión De Datos Ii,4,DN49
4,Negocios,Administración y Ciencia de Datos para Negocios,AF241,Teoría Microeconómica,3,"MA711,AF237"
5,Negocios,Administración y Ciencia de Datos para Negocios,DN51,Base De Datos Para Analítica,3,DN49
5,Negocios,Administración y Ciencia de Datos para Negocios,AD2768,Diseño Organizacional y Procesos,3,DN48
5,Negocios,Administración y Ciencia de Datos para Negocios,CA201,Introducción A La Contabilidad Gerencial,4,CA200
5,Negocios,Administración y Ciencia de Datos para Negocios,MA750,Métodos Cuantitativos para Administración,3,MA753
5,Negocios,Administración y Ciencia de Datos para Negocios,DN31,Producción Y Análisis Exploratorio De Datos,3,"MA752,DN50"
6,Negocios,Administración y Ciencia de Datos para Negocios,AD2769,Administración De Operaciones,3,MA750
6,Negocios,Administración y Ciencia de Datos para Negocios,DN34,Alfabetización De Datos,3,DN31
6,Negocios,Administración y Ciencia de Datos para Negocios,DN37,Big Data En Los Negocios,4,MA753
6,Negocios,Administración y Ciencia de Datos para Negocios,AF252,Finanzas Corporativas,4,"CA200,AF240"
6,Negocios,Administración y Ciencia de Datos para Negocios,DN33,Herramientas Para La Ciencia De Datos,4,DN31
7,Negocios,Administración y Ciencia de Datos para Negocios,AD2762,Administración de la Cadena de Suministros,3,AD2769
7,Negocios,Administración y Ciencia de Datos para Negocios,DN32,Business Analytics Para La Gestión,3,DN33
7,Negocios,Administración y Ciencia de Datos para Negocios,DN35,Business Intelligence,3,DN50
7,Negocios,Administración y Ciencia de Datos para Negocios,AF253,Evaluación de Proyectos,3,AF252
7,Negocios,Administración y Ciencia de Datos para Negocios,DN36,Inteligencia Artificial Para Negocios I,4,DN33
8,Negocios,Administración y Ciencia de Datos para Negocios,DN38,Cultura Data Driven,3,DN32
8,Negocios,Administración y Ciencia de Datos para Negocios,DN40,Gestión De Proyectos De Ciencia De Datos,3,DN32
8,Negocios,Administración y Ciencia de Datos para Negocios,DN39,Inteligencia Artificial Para Negocios Ii,4,DN36
8,Negocios,Administración y Ciencia de Datos para Negocios,AD2770,Liderazgo y Estrategias de Negociación,3,120CRED
8,Negocios,Administración y Ciencia de Datos para Negocios,DN41,Valorización De Datos,3,DN34
9,Negocios,Administración y Ciencia de Datos para Negocios,AD2774,Gerencia Estratégica en Organizaciones Conscientes,4,140CRED
9,Negocios,Administración y Ciencia de Datos para Negocios,DN44,Inteligencia Artificial Para Negocios Iii,4,DN39
9,Negocios,Administración y Ciencia de Datos para Negocios,HU711,Metodología de La Investigación,3,140CRED
9,Negocios,Administración y Ciencia de Datos para Negocios,DN42,Metodologías Ágiles Para Analytics,4,DN32
9,Negocios,Administración y Ciencia de Datos para Negocios,DN43,Sistemas Integrados De Gestión,3,AD2762
10,Negocios,Administración y Ciencia de Datos para Negocios,DN46,Analítica Prescriptiva Para la Gestión,3,DN39
10,Negocios,Administración y Ciencia de Datos para Negocios,AD2778,CTI Seminario de Tesis,3,HU711
10,Negocios,Administración y Ciencia de Datos para Negocios,DN47,Gestión y Estrategia De Datos,3,DN41
10,Negocios,Administración y Ciencia de Datos para Negocios,DN45,Gobierno y Ética del Dato,3,140CRED
10,Negocios,Administración y Ciencia de Datos para Negocios,AD2775,Taller De Toma de Decisiones Gerenciales,3,AD2774
1,Negocios,Administración,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración,HU705,Crítica y Comunicación,3,
1,Negocios,Administración,AD2791,Desarrollo Integral del Talento hacia una Proyección Profesional 4.0,3,
1,Negocios,Administración,AD2780,Fundamentos de Administración en la Globalización,3,
1,Negocios,Administración,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración,HU703,Fundamentos de la Investigación Académica,4,HU705
2,Negocios,Administración,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración,MA711,Fundamentos para el Cálculo,3,
2,Negocios,Administración,AD2767,Informática Para Negocios En Entornos Digitales,4,
3,Negocios,Administración,MA717,Cálculo,5,MA711
3,Negocios,Administración,MA718,Estadística Descriptiva,4,MA711
3,Negocios,Administración,CA200,Introducción A La Contabilidad Financiera,4,AD2780
3,Negocios,Administración,AM264,Marketing,3,AD2780
4,Negocios,Administración,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración,AD2757,Gerencia y Liderazgo,3,AD2780
4,Negocios,Administración,AH136,Gestión del Capital Humano Global,3,AD2780
4,Negocios,Administración,AF237,Macroeconomía,3,
4,Negocios,Administración,AF240,Matemática Financiera,4,MA711
5,Negocios,Administración,AD2787,Derecho Empresarial y Financiero,4,
5,Negocios,Administración,AD2760,Diseño Organizacional y Procesos,3,AD2757
5,Negocios,Administración,CA201,Introducción A La Contabilidad Gerencial,4,CA200
5,Negocios,Administración,MA710,Métodos Cuantitativos,3,MA718
5,Negocios,Administración,AF241,Teoría Microeconómica,3,"MA711,AF237"
6,Negocios,Administración,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración,AF234,Economía Empresarial,3,"MA719,AF241"
6,Negocios,Administración,AF239,Finanzas Corporativas,4,"CA200,AF240"
6,Negocios,Administración,AM240,Investigación de Mercados,4,"MA719,AM264"
7,Negocios,Administración,AD2762,Administración de la Cadena de Suministros,3,AD2765
7,Negocios,Administración,AD2771,Ciencias De La Conducta,3,120CRED
7,Negocios,Administración,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración,AM261,Comportamiento del Consumidor,3,AM264
7,Negocios,Administración,AD2783,Comunicación para el Liderazgo,3,80CRED
7,Negocios,Administración,AD2770,Liderazgo y Estrategias de Negociación,3,120CRED
8,Negocios,Administración,AM235,Estrategias y Tácticas de Precios,3,"AF234,AM264"
8,Negocios,Administración,AF244,Evaluación De Proyectos De Inversión Privada,3,AF239
8,Negocios,Administración,AD2772,Gestión De Proyectos,3,AD2762
8,Negocios,Administración,AD2781,Sistemas de Información de Ent. Digitales,3,120CRED
9,Negocios,Administración,AD2777,Administración Pública,3,140CRED
9,Negocios,Administración,AD2779,Business Analytics,3,AD2781
9,Negocios,Administración,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
9,Negocios,Administración,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración,AD2778,CTI Seminario de Tesis,3,AD2782
10,Negocios,Administración,AD2776,"Innovación, Transformación y Emprendimiento",3,140CRED
10,Negocios,Administración,AD2775,Taller De Toma De Decisiones Gerenciales,3,AD2784
10,Negocios,Administración,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
1,Negocios,Administración y Finanzas,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Finanzas,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Finanzas,MA711,Fundamentos para el Cálculo,3,
1,Negocios,Administración y Finanzas,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Finanzas,AF270,Razonamiento Económico,3,
1,Negocios,Administración y Finanzas,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Finanzas,MA717,Cálculo,5,MA711
2,Negocios,Administración y Finanzas,HU703,Fundamentos de la Investigación Académica,4,
2,Negocios,Administración y Finanzas,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Finanzas,AF257,Informática para Finanzas,2,MA711
2,Negocios,Administración y Finanzas,AD2786,Introducción A La Administración En La Glob.,3,AF270
2,Negocios,Administración y Finanzas,AF237,Macroeconomía,3,AF270
3,Negocios,Administración y Finanzas,AD2785,Análisis Ins. De La Realidad Peruana Y Global,3,
3,Negocios,Administración y Finanzas,MA718,Estadística Descriptiva,4,MA717
3,Negocios,Administración y Finanzas,CA200,Introducción A La Contabilidad Financiera,4,AF233
3,Negocios,Administración y Finanzas,AF240,Matemática Financiera,4,AF233
3,Negocios,Administración y Finanzas,AF241,Teoría Microeconómica,3,"MA711,AF237"
4,Negocios,Administración y Finanzas,AF254,Economía de la Producción Competitiva,3,"MA717,AF241"
4,Negocios,Administración y Finanzas,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración y Finanzas,AF239,Finanzas Corporativas,4,"CA200,AF240"
4,Negocios,Administración y Finanzas,CA201,Introducción A La Contabilidad Gerencial,4,CA200
4,Negocios,Administración y Finanzas,AM264,Marketing,3,AD2786
5,Negocios,Administración y Finanzas,AF245,Administración De Capitales De Largo Plazo,3,AF239
5,Negocios,Administración y Finanzas,AD2760,Diseño Organizacional y Procesos,3,AD2786
5,Negocios,Administración y Finanzas,AF258,Economía De La Empresa Con Poder De Mercado,3,AF254
5,Negocios,Administración y Finanzas,AH136,Gestión del Capital Humano Global,3,AD2786
5,Negocios,Administración y Finanzas,AD2761,Grandes Ideas en Gerencia,3,AM264
5,Negocios,Administración y Finanzas,MA710,Métodos Cuantitativos,3,MA718
6,Negocios,Administración y Finanzas,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración y Finanzas,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Finanzas,AD2787,Derecho Empresarial y Financiero,4,AD2786
6,Negocios,Administración y Finanzas,AF243,Econometría,3,"AF258,MA719"
6,Negocios,Administración y Finanzas,AF248,Mercado de Capitales,3,AF245
7,Negocios,Administración y Finanzas,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración y Finanzas,AD2783,Comunicación para el Liderazgo,3,80CRED
7,Negocios,Administración y Finanzas,AF244,Evaluación De Proyectos De Inversión Privada,3,"CA218,AF239"
7,Negocios,Administración y Finanzas,AF236,Instrumentos De Renta Fija,3,"MA719,AF248"
7,Negocios,Administración y Finanzas,AF259,Instrumentos De Renta Variable,3,AF248
7,Negocios,Administración y Finanzas,AM260,Investigación de Mercado Aplicada a los Negocios,3,"MA719,AM264"
8,Negocios,Administración y Finanzas,AF255,Administración Global de Portafolios,3,"AF236,AF259"
8,Negocios,Administración y Finanzas,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Finanzas,AF247,Mercados de Derivados,4,"AF243,AF248"
8,Negocios,Administración y Finanzas,AD2781,Sistemas de Información de Ent. Digitales,3,AD2765
8,Negocios,Administración y Finanzas,AF260,Valoración De Empresas,3,AF244
9,Negocios,Administración y Finanzas,AF246,Administración de Riesgos,4,AF247
9,Negocios,Administración y Finanzas,AF242,Finanzas Internacionales,3,AF248
9,Negocios,Administración y Finanzas,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
9,Negocios,Administración y Finanzas,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Finanzas,AF261,CTI Seminario de Tesis,3,AD2782
10,Negocios,Administración y Finanzas,AF235,Cfa Workshop,4,AF255
10,Negocios,Administración y Finanzas,AF238,Dirección Financiera,3,AF246
10,Negocios,Administración y Finanzas,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
1,Negocios,Administración y Marketing,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Marketing,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Marketing,MA711,Fundamentos para el Cálculo,3,
1,Negocios,Administración y Marketing,AM243,Marketing I,3,
1,Negocios,Administración y Marketing,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Marketing,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Marketing,AD2785,Análisis Ins. De La Realidad Peruana Y Global,3,
2,Negocios,Administración y Marketing,MA717,Cálculo,5,MA711
2,Negocios,Administración y Marketing,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Marketing,AD2786,Introducción A La Administración En La Glob.,3,
2,Negocios,Administración y Marketing,AF237,Macroeconomía,3,
2,Negocios,Administración y Marketing,AM244,Marketing II,3,AM243
3,Negocios,Administración y Marketing,MA718,Estadística Descriptiva,4,MA717
3,Negocios,Administración y Marketing,HU703,Fundamentos de la Investigación Académica,4,HU705
3,Negocios,Administración y Marketing,CA200,Introducción A La Contabilidad Financiera,4,AF233
3,Negocios,Administración y Marketing,AM245,Marketing III,3,AM244
3,Negocios,Administración y Marketing,AF240,Matemática Financiera,4,AF233
3,Negocios,Administración y Marketing,AF241,Teoría Microeconómica,3,MA711
4,Negocios,Administración y Marketing,AM261,Comportamiento del Consumidor,3,AM244
4,Negocios,Administración y Marketing,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración y Marketing,AF239,Finanzas Corporativas,4,"CA200,AF240"
4,Negocios,Administración y Marketing,CA201,Introducción A La Contabilidad Gerencial,4,CA200
4,Negocios,Administración y Marketing,AM249,Investigación De Mercados Cualitativa,4,CA200
5,Negocios,Administración y Marketing,AM251,Branding,3,AM245
5,Negocios,Administración y Marketing,AM248,Canales de Distribución,3,AM245
5,Negocios,Administración y Marketing,AD2760,Diseño Organizacional y Procesos,3,AD2786
5,Negocios,Administración y Marketing,AH136,Gestión del Capital Humano Global,3,AD2786
5,Negocios,Administración y Marketing,AM252,Investigación de Mercados Cuantitativa,4,"MA719,AM249"
5,Negocios,Administración y Marketing,MA710,Métodos Cuantitativos,3,MA718
6,Negocios,Administración y Marketing,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración y Marketing,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Marketing,AM258,Derecho Comercial y Publicitario,3,AM251
6,Negocios,Administración y Marketing,AM246,Marketing Digital I,3,AM251
6,Negocios,Administración y Marketing,AM247,Product Management,3,AM252
7,Negocios,Administración y Marketing,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración y Marketing,AM259,Comunicaciones Integradas de Marketing,3,AM251
7,Negocios,Administración y Marketing,AD2783,Comunicación para el Liderazgo,3,80CRED
7,Negocios,Administración y Marketing,AF244,Evaluación De Proyectos De Inversión Privada,3,AF239
7,Negocios,Administración y Marketing,AM250,Marketing Digital II,3,"AM252,AM246"
7,Negocios,Administración y Marketing,AM253,Ventas y Negociación,3,AM248
8,Negocios,Administración y Marketing,AM256,Dirección de Ventas,3,AM253
8,Negocios,Administración y Marketing,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Marketing,AD2770,Liderazgo y Estrategias de Negociación,3,120CRED
8,Negocios,Administración y Marketing,AM238,Marketing Crm & Services,3,"AM259,AM252"
8,Negocios,Administración y Marketing,AM254,Pricing,3,"AM248,CA201,AM247,AF241"
9,Negocios,Administración y Marketing,AM255,Trade Marketing & Retail,3,"AM248,AM246"
9,Negocios,Administración y Marketing,AM262,Diseño del Plan de Marketing,4,"CA218,AM254,AM255,AM253"
9,Negocios,Administración y Marketing,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
9,Negocios,Administración y Marketing,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Marketing,AM257,CTI Seminario de Tesis,3,AD2782
10,Negocios,Administración y Marketing,AM265,Dirección Comercial y de Marketing,3,"AM256,AF244,AM238"
10,Negocios,Administración y Marketing,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
1,Negocios,Administración y Negocios del Deporte,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Negocios del Deporte,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Negocios del Deporte,DT114,Desarrollo Profesional en el Deporte,3,
1,Negocios,Administración y Negocios del Deporte,DT108,Introducción a los Negocios Del Deporte,3,
1,Negocios,Administración y Negocios del Deporte,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Negocios del Deporte,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Negocios del Deporte,HU703,Fundamentos de la Investigación Académica,4,HU713
2,Negocios,Administración y Negocios del Deporte,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Negocios del Deporte,MA711,Fundamentos para el Cálculo,3,
2,Negocios,Administración y Negocios del Deporte,AD2786,Introducción A La Administración En La Glob.,3,
2,Negocios,Administración y Negocios del Deporte,AF237,Macroeconomía,3,HU713
2,Negocios,Administración y Negocios del Deporte,DT116,Modelos de Negocios en el Deporte,3,DT108
2,Negocios,Administración y Negocios del Deporte,DT115,Olimpismo,3,DT114
3,Negocios,Administración y Negocios del Deporte,DT117,E-Sports y Tendencias Deportivas,3,DT108
3,Negocios,Administración y Negocios del Deporte,MA718,Estadística Descriptiva,4,MA711
3,Negocios,Administración y Negocios del Deporte,CA200,Introducción A La Contabilidad Financiera,4,AF233
3,Negocios,Administración y Negocios del Deporte,AM264,Marketing,3,AD2786
3,Negocios,Administración y Negocios del Deporte,AF240,Matemática Financiera,4,AF233
3,Negocios,Administración y Negocios del Deporte,AF241,Teoría Microeconómica,3,AF237
4,Negocios,Administración y Negocios del Deporte,MA717,Cálculo,5,MA711
4,Negocios,Administración y Negocios del Deporte,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración y Negocios del Deporte,AF239,Finanzas Corporativas,4,AF240
4,Negocios,Administración y Negocios del Deporte,CA201,Introducción A La Contabilidad Gerencial,4,CA200
4,Negocios,Administración y Negocios del Deporte,DT107,Taller de Eventos Deportivos,3,DT116
5,Negocios,Administración y Negocios del Deporte,DT105,Deporte y Sociedad,3,70CRED
5,Negocios,Administración y Negocios del Deporte,AH136,Gestión del Capital Humano Global,3,
5,Negocios,Administración y Negocios del Deporte,MA710,Métodos Cuantitativos,3,MA718
5,Negocios,Administración y Negocios del Deporte,DT109,Planificación de Deporte Recreativo y de Salud,3,70CRED
5,Negocios,Administración y Negocios del Deporte,DT124,Sport Marketing,3,AM264
6,Negocios,Administración y Negocios del Deporte,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración y Negocios del Deporte,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Negocios del Deporte,AD2760,Diseño Organizacional y Procesos,3,AD2786
6,Negocios,Administración y Negocios del Deporte,DT111,Gestión de Medios en el Deporte,3,DT124
6,Negocios,Administración y Negocios del Deporte,DT118,Planificacion del Deporte Formativo y Competitivo,3,DT109
7,Negocios,Administración y Negocios del Deporte,DT119,Análisis Económico en el Deporte,3,CA218
7,Negocios,Administración y Negocios del Deporte,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración y Negocios del Deporte,AD2783,Comunicación para el Liderazgo,3,80CRED
7,Negocios,Administración y Negocios del Deporte,AF244,Evaluación De Proyectos De Inversión Privada,3,AF239
7,Negocios,Administración y Negocios del Deporte,AM260,Investigación de Mercado Aplicada a los Negocios,3,"MA719,AM264"
7,Negocios,Administración y Negocios del Deporte,DT103,Organización y Gobernanza Deportiva,3,100CRED
8,Negocios,Administración y Negocios del Deporte,DT120,Gestión Comercial en el Deporte,3,DT111
8,Negocios,Administración y Negocios del Deporte,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Negocios del Deporte,DT106,Organización de Eventos Deportivos,3,"DT119,DT103"
8,Negocios,Administración y Negocios del Deporte,AD2781,Sistemas de Información de Ent. Digitales,3,AD2765
9,Negocios,Administración y Negocios del Deporte,DT125,Branding en el deporte,3,DT120
9,Negocios,Administración y Negocios del Deporte,DT122,Derecho y Regulacion en el Deporte,3,DT103
9,Negocios,Administración y Negocios del Deporte,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
9,Negocios,Administración y Negocios del Deporte,DT121,Gestion de Infraestructura Deportiva,3,120CRED
9,Negocios,Administración y Negocios del Deporte,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Negocios del Deporte,DT126,CTI Seminario de Investigación,3,AD2782
10,Negocios,Administración y Negocios del Deporte,DT104,Gestión Pública en el Deporte,3,DT122
10,Negocios,Administración y Negocios del Deporte,DT113,Gestión de Instituciones Deportivas,3,140CRED
10,Negocios,Administración y Negocios del Deporte,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
